id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,genre
1dgWTMoHwTUnQhOQ8SR5fV,American Kids,Kenny Chesney,182960,2014-09-22,2014,0.0476,0.782,0.589,5.84e-06,0.0366,-7.37,0.0803,85.022,0.849,1.0,0.0,77,False,"contemporary country, country, country road"
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,267866,2014-05-19,2014,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,0.162,1.0,6.0,87,False,"permanent wave, pop"
2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,231013,2014-09-02,2014,0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,0.328,0.0,4.0,80,False,pop
2LKOHdMsL0K9KwcPRlJK2v,After Dark,Mr.Kitty,259146,2014-10-06,2014,0.0696,0.585,0.595,0.266,0.0837,-10.444,0.0328,140.037,0.039,1.0,8.0,77,False,weirdcore
1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,Nico & Vinz,245866,2014,2014,0.175,0.729,0.675,1.58e-06,0.55,-6.003,0.0312,119.968,0.779,1.0,8.0,77,False,afrobeats
5O59s7bCgTFsXDXlWecyQ1,Apparently,J. Cole,292865,2014-12-09,2014,0.605,0.802,0.544,0.0,0.102,-9.212,0.0686,133.992,0.57,1.0,5.0,67,True,"conscious hip hop, hip hop, north carolina hip hop, rap"
6JmSfynzr6E0QllQZNEXEb,Angel of Small Death and the Codeine Scene,Hozier,219213,2014-09-19,2014,0.201,0.364,0.64,7.25e-05,0.12,-5.757,0.0506,93.507,0.386,1.0,4.0,65,False,"irish singer-songwriter, modern rock, pop, pov: indie"
1ugCJElyPMmDj2FYPgbD4d,A Lo Mejor,Banda MS de Sergio Lizárraga,212280,2014-06-24,2014,0.543,0.758,0.528,2.84e-05,0.215,-5.294,0.0312,129.973,0.629,1.0,2.0,74,False,"banda, musica mexicana, norteno"
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,239316,2014-05-26,2014,0.529,0.678,0.484,2.01e-05,0.0766,-5.795,0.0361,82.004,0.493,1.0,5.0,83,False,"pop, uk pop"
6Ges5C2IE738iJh4HyQizQ,Ay Vamos,J Balvin,226413,2014-09-12,2014,0.157,0.718,0.711,5.52e-05,0.1,-5.746,0.11,173.916,0.92,0.0,8.0,72,False,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
0KVWVuutF9Dn8li4HdyAeU,"Archie, Marry Me",Alvvays,196560,2014-07-22,2014,0.00986,0.268,0.829,0.434,0.142,-4.592,0.0743,117.351,0.203,1.0,7.0,62,False,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
52A8OAP8lTQKZCj4Rce92B,A Tale Of 2 Citiez,J. Cole,269721,2014-12-09,2014,0.553,0.771,0.536,1.05e-06,0.294,-8.534,0.323,94.995,0.343,1.0,11.0,64,True,"conscious hip hop, hip hop, north carolina hip hop, rap"
2qJkesdHu9sMMVFgkRkqhQ,Angel,Theory of a Deadman,202213,2014-07-08,2014,0.00251,0.443,0.844,0.0,0.085,-5.414,0.0425,76.001,0.452,0.0,11.0,64,False,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge"
1UWhx0pFZccP4jdCIZsj7U,Arsonist's Lullabye,Hozier,266546,2014-03-09,2014,0.673,0.463,0.373,0.0745,0.118,-10.666,0.0362,64.831,0.184,0.0,6.0,61,False,"irish singer-songwriter, modern rock, pop, pov: indie"
4rW9EUFaMSNVY8JhbqrB6z,Me and My Kind,Cody Johnson,156200,2014-01-14,2014,0.0835,0.588,0.807,0.0,0.109,-3.426,0.0283,110.014,0.674,1.0,2.0,75,False,"classic texas country, contemporary country, modern country pop"
46ZfPS5VpSQVU5gb82hg3K,Anything Goes,Florida Georgia Line,218866,2014-10-14,2014,0.00182,0.458,0.976,0.0,0.193,-3.791,0.0459,154.007,0.76,1.0,0.0,60,False,"contemporary country, country, country pop, country road, modern country rock"
794F99D5BQHS5ZGRXAs7I5,Anaconda,Nicki Minaj,260239,2014-12-15,2014,0.0668,0.964,0.605,7.78e-06,0.214,-6.223,0.179,129.996,0.646,1.0,9.0,60,True,"hip pop, pop, queens hip hop, rap"
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,199080,2014-12-02,2014,0.00701,0.578,0.866,0.0,0.257,-3.804,0.0619,128.038,0.619,1.0,1.0,86,False,"dance rock, modern alternative rock, modern rock, neo mellow, pop rock"
1JCCdiru7fhstOIF4N7WJC,Amnesia,5 Seconds of Summer,237247,2014-06-27,2014,0.0283,0.572,0.499,0.0,0.213,-5.237,0.0311,101.593,0.108,1.0,2.0,59,False,"boy band, pop"
1qFWOGLf8rX2lOLrR9wicN,Alligator Skin Boots,McCafferty,142655,2014-01-01,2014,0.804,0.535,0.319,3.91e-06,0.227,-15.397,0.0745,142.883,0.457,1.0,9.0,62,True,"alternative emo, pov: indie"
4M7aciOBSbGnh1bN3YbuS0,Anaconda,Nicki Minaj,260239,2014-12-12,2014,0.0668,0.964,0.605,7.78e-06,0.214,-6.223,0.179,129.996,0.646,1.0,9.0,59,True,"hip pop, pop, queens hip hop, rap"
5MhMXTuVODDF234VDvSxQx,Awake,Tycho,283636,2014-03-18,2014,0.0585,0.552,0.877,0.899,0.0746,-5.765,0.0353,176.05,0.597,1.0,1.0,60,False,"chillwave, downtempo, electronica, indietronica, intelligent dance music"
3OZVqx1YsqDDkxQ6TnmHtn,Ain't Worth the Whiskey,Cole Swindell,191906,2014-02-18,2014,0.042,0.432,0.738,0.0,0.119,-3.91,0.0309,153.712,0.503,1.0,2.0,58,False,"contemporary country, country, country road, modern country rock"
4JpazKcfOhbwqZrsYhzHee,Jackie and Wilson,Hozier,223120,2014-09-19,2014,0.0579,0.555,0.727,7.52e-06,0.0937,-4.202,0.0388,82.142,0.739,1.0,6.0,71,False,"irish singer-songwriter, modern rock, pop, pov: indie"
23rdcrD0Eky4vYn2TZidxJ,Runaway,AURORA,248826,2014,2014,0.63,0.459,0.276,9.5e-05,0.104,-10.339,0.036,114.169,0.128,1.0,11.0,71,False,"art pop, norwegian pop"
3TPvrMAd1hbPRXuHCRX0Pl,AEAO,"Dynamicduo, DJ Premier",316944,2014-07-16,2014,0.057,0.446,0.764,0.0,0.141,-6.479,0.181,152.604,0.576,1.0,2.0,65,False,"k-rap, korean r&b"
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,194240,2014-01-01,2014,0.0591,0.673,0.902,0.000227,0.0558,-2.392,0.0346,100.012,0.536,1.0,2.0,78,False,"modern rock, pop rock"
0B0y2FImat9j9MJTNRZWfW,Automatic,Miranda Lambert,247826,2014-06-02,2014,0.0435,0.591,0.703,2.34e-06,0.145,-6.211,0.0256,95.993,0.402,1.0,10.0,58,False,"contemporary country, country, country dawn, country road"
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,176658,2014-01-01,2014,0.0166,0.527,0.835,0.0,0.249,-5.298,0.0433,125.983,0.654,1.0,6.0,84,False,"dance pop, edm, pop, pop dance"
6CLVh9sekZ1p2G8Tfhhj8h,All That Matters,Justin Bieber,191173,2014-05-13,2014,0.00535,0.698,0.509,0.0,0.0703,-5.798,0.0503,129.865,0.143,1.0,1.0,67,False,"canadian pop, pop"
0otn0qLAM0yAXHNSiRsHwq,Adult Diversion,Alvvays,207640,2014-07-22,2014,0.0355,0.328,0.948,0.515,0.126,-4.355,0.071,177.329,0.469,1.0,8.0,55,False,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
3jVtllWS5CFFWLQng8sKsr,2 On (feat. ScHoolboy Q),"Tinashe, ScHoolboy Q",227000,2014-10-01,2014,0.15,0.742,0.595,0.0,0.111,-7.51,0.107,101.013,0.431,1.0,9.0,79,True,"alternative r&b, dance pop, metropopolis, pop, r&b"
5S5rw0WLVCAux5B5bWCehK,I Like The Sound Of That,Rascal Flatts,209280,2014-01-01,2014,0.257,0.611,0.8,0.0,0.194,-5.61,0.0377,89.974,0.527,1.0,0.0,62,False,"contemporary country, country, country road"
43W8nqfFrJ0CNuNZ8SBYHs,Ava,Famy,238240,2014-09-14,2014,0.0498,0.433,0.772,0.0159,0.12,-6.371,0.0382,155.988,0.368,1.0,0.0,62,False,
