id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,genre
34zhjduFdQFhkRUJ230h9T,April In Paris,Billie Holiday,185586,1958-01-01,1958,0.927,0.496,0.127,7.07e-05,0.132,-14.211,0.0382,74.746,0.211,1,0,58,False,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz"
4zPDjRgceGrR0Sm54YDTTf,Autumn Nocturne,Lou Donaldson,294666,1958,1958,0.967,0.539,0.0678,0.168,0.114,-18.039,0.0468,124.105,0.263,1,0,57,False,"bebop, hard bop, jazz saxophone, soul jazz"
5ueyLj6e6oVaTY0KQ6yLaA,All Shook Up,Elvis Presley,117080,1958-03-21,1958,0.881,0.624,0.468,6.35e-06,0.144,-12.162,0.132,74.139,0.952,1,10,54,False,"rock-and-roll, rockabilly"
0X5DcGkbxCXSadgj01ZXd7,Autumn Leaves,Cannonball Adderley,659520,1958,1958,0.768,0.535,0.258,8.95e-05,0.115,-9.499,0.033,110.953,0.281,0,7,54,False,"bebop, cool jazz, hard bop, jazz, jazz blues, soul jazz"
1TKPfF2fvn6gVLVfp3iG4j,I Walk The Line - Single Version,"Johnny Cash, The Tennessee Two",163045,1958-01-01,1958,0.798,0.862,0.484,0.00105,0.105,-11.183,0.0421,105.834,0.787,1,10,54,False,"arkansas country, outlaw country, rock"
2gNjmvuQiEd2z9SqyYi8HH,Summertime,"Ella Fitzgerald, Louis Armstrong",298133,1958-01-01,1958,0.916,0.175,0.0695,0.00199,0.137,-21.295,0.0345,167.004,0.0998,0,6,63,False,"adult standards, jazz, jazz blues, soul, swing, vocal jazz"
1hqrv4RHtqRres6Szcibvv,Ain't We Got Fun,Peggy Lee,133813,1958-03-31,1958,0.755,0.648,0.241,0.0,0.146,-11.98,0.0407,135.887,0.634,1,7,46,False,"adult standards, torch song, vocal jazz"
4x1wPhR48abeSDr6o25NAv,"Au bar du Petit Bac - Bande originale du film ""Ascenseur pour l'échafaud""",Miles Davis,172330,1958-01-29,1958,0.819,0.468,0.321,0.958,0.131,-10.64,0.0364,126.058,0.458,0,2,41,False,"cool jazz, hard bop, jazz, jazz fusion, jazz trumpet, soul, vocal jazz"
2tvt5K7y1gndmCgtIoLo1f,It's All In The Game,Tommy Edwards,158520,1958-07-08,1958,0.509,0.471,0.337,6.73e-05,0.216,-11.964,0.0267,70.49,0.634,1,3,54,False,"deep adult standards, doo-wop, rhythm and blues"
6sAcECONsANle5n0rnP2at,Chances Are (with Ray Conniff & His Orchestra),"Johnny Mathis, Ray Conniff",182440,1958-03-17,1958,0.885,0.212,0.316,0.0,0.103,-9.429,0.0314,83.597,0.271,1,10,51,False,"adult standards, easy listening"
5W22NHaDw8mjVQPFUizblX,Al Final Del Camino,Vicente Fernández,181666,1958,1958,0.537,0.362,0.288,0.0,0.711,-8.502,0.0291,82.185,0.431,1,7,41,False,"mariachi, ranchera"
3sLhMSePzxSrmxluIqeoAZ,I Put a Spell On You,Screamin' Jay Hawkins,144866,1958,1958,0.59,0.733,0.399,0.0254,0.0766,-12.086,0.094,173.781,0.9,0,10,51,False,
760clbeDBWmBsBLbszWuNZ,I'm A Man,Bo Diddley,164546,1958-01-01,1958,0.333,0.513,0.546,0.0,0.17,-15.672,0.0391,85.527,0.834,1,0,56,False,"acoustic blues, blues, chicago blues, electric blues, rock-and-roll, rockabilly, traditional blues"
2P08TIRaL1PnIHbbDnCIwt,Autumn In New York - Remastered,Frank Sinatra,277626,1958,1958,0.826,0.178,0.135,0.00369,0.346,-17.624,0.0358,54.295,0.16,0,2,35,False,"adult standards, easy listening, lounge"
3I1LsXYKMeWbdgJgADH8yY,"Générique - Bande originale du film ""Ascenseur pour l'échafaud""",Miles Davis,168512,1958-01-29,1958,0.974,0.391,0.114,0.949,0.183,-11.506,0.0329,70.197,0.139,0,2,56,False,"cool jazz, hard bop, jazz, jazz fusion, jazz trumpet, soul, vocal jazz"
5WMt98xu4lnKVp5PgeuecD,Accentuate the Positive,Perry Como,135693,1958-03-01,1958,0.875,0.74,0.351,0.0,0.0962,-10.888,0.159,131.091,0.691,1,0,38,False,"adult standards, easy listening, lounge"
5dC8EKphA0ffPseGxT3xFE,April Love,Pat Boone,163360,1958-12-01,1958,0.913,0.323,0.132,0.034,0.0796,-17.859,0.0341,93.339,0.39,1,8,41,False,"adult standards, easy listening, rock-and-roll, rockabilly"
5BLr7EEgi2JdKbMbYjFXas,It's A Lovely Day Today,"Ella Fitzgerald, Paul Weston And His Orchestra",148266,1958-01-01,1958,0.84,0.573,0.275,0.0,0.196,-10.684,0.054,140.982,0.59,1,8,51,False,"adult standards, jazz, jazz blues, soul, swing, vocal jazz"
47xU4Sm1RWZgRgugWPFxzz,Alone Together,Peggy Lee,127800,1958-11-03,1958,0.75,0.589,0.386,0.0,0.15,-8.013,0.0441,142.371,0.518,0,5,42,False,"adult standards, torch song, vocal jazz"
6tEJxuPnNDv6XL49nZEW7f,Lonely Avenue,Ray Charles,157560,1958,1958,0.8,0.712,0.234,0.0,0.0815,-10.92,0.0391,71.111,0.599,1,1,53,False,"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz"
64Ny7djQ6rNJspquof2KoX,Hound Dog,Elvis Presley,136026,1958-03-21,1958,0.733,0.494,0.756,0.00505,0.76,-8.492,0.0499,86.895,0.949,1,0,67,False,"rock-and-roll, rockabilly"
2H7VbIlKJefU5BTsHhYxuO,You Always Hurt The One You Love - 1958 version,The Mills Brothers,193440,1958-01-01,1958,0.939,0.516,0.081,2.48e-05,0.367,-18.345,0.0602,138.69,0.352,0,7,50,False,vocal harmony group
09hxCc0SgV8u46gWsfeqJA,Rock And Roll Music,Chuck Berry,151773,1958-03-01,1958,0.418,0.529,0.768,0.000947,0.0655,-6.201,0.0446,165.225,0.871,1,8,51,False,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul"
3DZShPBwoWAfFgPKBUcFFJ,Softly As In A Morning Sunrise - Remastered 2001/Rudy Van Gelder Edition,Sonny Clark Trio,393533,1958-01-01,1958,0.937,0.581,0.201,0.0946,0.137,-15.421,0.0509,126.745,0.448,0,0,48,False,"bebop, hard bop, jazz trio"
1m8WU15D9BGbtsgNE4XWuJ,"Alright, Okay, You Win",Peggy Lee,173840,1958-11-03,1958,0.557,0.698,0.333,0.0,0.0934,-5.111,0.0391,137.983,0.802,1,0,34,False,"adult standards, torch song, vocal jazz"
5p95DUZplmVxY0XCQ3hxUV,I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition,John Coltrane,477760,1958,1958,0.931,0.394,0.23,0.497,0.0662,-10.475,0.0348,78.319,0.358,1,3,43,False,"bebop, free jazz, jazz, jazz saxophone, vocal jazz"
1Bv6FBgXW3UEaEEJtBCeEo,Achha Ji Main Haari Chalo,"Asha Bhosle, Mohammed Rafi",207733,1958-01-01,1958,0.935,0.651,0.525,1.78e-05,0.101,-6.406,0.0589,101.733,0.815,1,2,36,False,"chutney, classic bollywood, filmi"
