id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,genre
3yEOOsNehdDyIoNnhNyYrz,At the Clambake Carnival,Cab Calloway,149440,1931-05-12,1931,0.859,0.788,0.369,0.0855,0.0642,-11.613,0.106,96.101,0.925,1,1,24,False,"big band, harlem renaissance, jazz blues, swing"
0fIMbbWDc4HZM6C95Wbxii,Se Lo Dejo a Dios,Los Pajaritos De Tacupa,190635,1931-06-01,1931,0.737,0.304,0.619,2.88e-05,0.0512,-3.276,0.0325,179.636,0.937,1,7,28,False,tierra caliente
2qHhTFCJr1YfYRiB17vmWE,Au Fond Du Temple Saint (Les Pècheurs de Perles),"Jussi Björling, RCA Victor Orchestra, Robert Merrill",276506,1931-03-03,1931,0.99,0.148,0.422,0.83,0.0964,-8.641,0.0384,92.835,0.159,1,3,16,False,"classical tenor, komedi"
5n1TWyzYGuNpVA2C9PgAf3,"Ack Värmeland, Du Sköna","Jussi Björling, Traditional, Andreas Randel, Nils Grevillius, Nils Grevillius Orchestra",189493,1931-03-03,1931,0.87,0.259,0.339,0.00234,0.155,-9.068,0.0334,104.847,0.163,1,1,15,False,"classical tenor, komedi"
4k7ykFpxks05lS6B6JtHtl,St James' Infirmary,Cab Calloway,185280,1931-05-12,1931,0.913,0.719,0.421,0.0307,0.641,-7.727,0.117,117.222,0.645,0,5,35,False,"big band, harlem renaissance, jazz blues, swing"
6ch8ToADnAajXcoTBUzcLo,El Ausente,Hermanos Valenzuela,184581,1931-06-01,1931,0.582,0.742,0.854,4.02e-05,0.0456,-5.109,0.121,135.221,0.973,1,5,11,False,tierra caliente
61uy49Cl8UYN7S0idPurxQ,Auf der Reeperbahn nachts um halb eins,Hans Albers,213133,1931-07-08,1931,0.927,0.507,0.411,0.0,0.336,-7.678,0.0496,100.747,0.67,1,9,5,False,"classic schlager, vintage schlager"
1ReJO3y8gDHlr4T0fbAMgl,Minnie the Moocher,Cab Calloway,194213,1931-05-12,1931,0.933,0.621,0.345,1.22e-06,0.253,-9.167,0.0675,110.474,0.636,0,4,29,False,"big band, harlem renaissance, jazz blues, swing"
2n7z9Fgr8yyBPW3wVqNlif,Aberdeen Mississippi Blues,Bukka White,158813,1931-05-20,1931,0.941,0.588,0.223,0.127,0.128,-11.407,0.0328,104.505,0.728,1,1,4,False,"acoustic blues, blues, country blues, delta blues, traditional blues"
0hiUap6jyXi0R56CncoSZM,Ni Amores Ni Deudas,Hermanos Valenzuela,169560,1931-06-01,1931,0.689,0.514,0.571,0.0,0.179,-3.9,0.0595,170.949,0.96,1,2,9,False,tierra caliente
26zXO0vZ8PnHU1w6N3oeay,Kickin' the Gong Around,Cab Calloway,194826,1931-05-12,1931,0.956,0.765,0.201,0.0,0.275,-11.085,0.0616,110.142,0.627,1,5,13,False,"big band, harlem renaissance, jazz blues, swing"
1InnaxxPQhD6X6lnvha9rm,There's a Cabin in the Cotton,Cab Calloway,205653,1931-05-12,1931,0.938,0.665,0.256,0.00853,0.131,-12.577,0.0706,107.202,0.556,0,7,7,False,"big band, harlem renaissance, jazz blues, swing"
2mtwzzP1UsijURCuDBIptp,Minnie the Moocher (Alternate Take),Cab Calloway,195213,1931-05-12,1931,0.976,0.657,0.308,0.0,0.149,-8.027,0.0615,109.227,0.639,1,2,26,False,"big band, harlem renaissance, jazz blues, swing"
7dSQBkSyA3SO7Qu8eKDZfN,Let's Have a Jubilee,Mills Blue Rhythm Band,172853,1931-11-17,1931,0.747,0.753,0.525,0.9,0.105,-12.34,0.134,131.602,0.854,0,5,11,False,"big band, dixieland, hot jazz, modern swing, swing, vintage jazz"
2sEHLL1jh02ezKiGp4T7dS,"Turandot, Act 3 Nessun Dorma",Jussi Björling,186853,1931-03-03,1931,0.981,0.187,0.314,0.00888,0.18,-8.631,0.0359,86.64,0.126,1,2,13,False,"classical tenor, komedi"
4vkWZ8CqUxF4roCTLpzCe5,Dark Holler Blues,Clarence Ashley,178416,1931-04-16,1931,0.987,0.586,0.317,4.14e-06,0.325,-11.837,0.0546,138.497,0.534,1,9,13,False,"appalachian folk, banjo, clawhammer banjo, traditional folk"
1DRsYkxVtcj4N4BLK0rmkr,Long About Midnight,Cab Calloway,185040,1931-05-12,1931,0.933,0.616,0.451,0.131,0.0332,-11.07,0.148,175.975,0.84,1,8,2,False,"big band, harlem renaissance, jazz blues, swing"
6QU10uIzU7NYzLutzvcIZd,Git Along,Cab Calloway,161546,1931-05-12,1931,0.891,0.527,0.347,9.51e-06,0.213,-11.583,0.161,185.789,0.611,0,2,4,False,"big band, harlem renaissance, jazz blues, swing"
2SgkjWnhd8ks0sOm9wOXNa,Jesus Is a Mighty Good Leader,Skip James,179986,1931-05-27,1931,0.994,0.567,0.139,5.09e-06,0.228,-12.192,0.0426,113.556,0.592,1,2,6,False,"acoustic blues, blues, country blues, delta blues, traditional blues"
3UoaK0E2Qlgm6QN0sR7CM5,I'm Tickled Pink With a blue-eyed baby,"Jack Payne, His BBC Dance Orchestra",168440,1931,1931,0.954,0.839,0.324,0.0538,0.0891,-17.226,0.0768,113.267,0.666,1,0,10,False,"british dance band, vintage jazz"
0hC4Y7b8IQulfILqGYH0qd,The Old Man of the Mountain,Cab Calloway,171453,1931-05-12,1931,0.886,0.608,0.368,0.00077,0.281,-10.787,0.0739,178.245,0.83,0,0,16,False,"big band, harlem renaissance, jazz blues, swing"
0Gjh1yrRfqqaCqaZYkVeo6,Evenin',Cab Calloway,167493,1931-05-12,1931,0.984,0.489,0.167,0.0202,0.101,-15.005,0.0362,103.209,0.325,0,7,15,False,"big band, harlem renaissance, jazz blues, swing"
1dyBxTo9iZjxdxGbBQEchQ,Between the Devil & the Deep Blue Sea,Cab Calloway,185333,1931-05-12,1931,0.973,0.607,0.256,0.000109,0.104,-11.873,0.0406,135.719,0.654,1,5,14,False,"big band, harlem renaissance, jazz blues, swing"
