id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,genre
4e9eGQYsOiBcftrWXwsVco,Aerials,System Of A Down,235053,2001-09-04,2001,0.000915,0.364,0.922,0.0346,0.0697,-4.217,0.0567,79.342,0.227,0.0,0.0,79,False,"alternative metal, nu metal, rap metal, rock"
2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,200306,2001-05-15,2001,0.00719,0.654,0.81,0.00251,0.165,-6.26,0.0288,114.622,0.661,0.0,4.0,79,False,"alternative rock, modern power pop, modern rock, permanent wave, rock"
6Fe3Flc9SjE03pqwD6PVQl,Amber,311,206973,2001-06-19,2001,0.156,0.663,0.697,0.0224,0.0663,-9.442,0.0473,166.001,0.744,1.0,0.0,68,False,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion"
2pKi1lRvXNASy7ybeQIDTy,Anyone Else But You,The Moldy Peaches,180093,2001-09-11,2001,0.923,0.521,0.237,0.0,0.144,-12.535,0.051,145.856,0.58,1.0,7.0,70,False,"anti-folk, lo-fi"
2hNf1rawV2XAZ6Jld2Fxwf,Always On Time,"Ja Rule, Ashanti",245093,2001-10-02,2001,0.195,0.838,0.705,0.0,0.336,-6.131,0.29,96.644,0.837,0.0,5.0,72,True,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary"
5dPSCeB8Ly3RxNLme5bomi,Ain't Nothing 'Bout You,Brooks & Dunn,201266,2001-04-17,2001,0.216,0.379,0.857,3.17e-06,0.303,-5.373,0.0434,201.265,0.72,1.0,0.0,63,False,"contemporary country, country, country road"
6gCVA6ja6g0foIsWv0RuSZ,ATWA,System Of A Down,176200,2001-09-04,2001,0.00378,0.376,0.787,0.0,0.548,-4.731,0.0394,87.102,0.371,0.0,5.0,70,False,"alternative metal, nu metal, rap metal, rock"
2WQAknZHrJAEQOFXe0F44P,Austin,Blake Shelton,230333,2001-07-31,2001,0.188,0.605,0.609,0.0,0.0982,-7.063,0.0278,119.914,0.275,1.0,7.0,61,False,"classic oklahoma country, contemporary country, country, country road, modern country rock"
24CRDgNOgA72JLL7PHFjgB,Anthem Part Two,blink-182,227200,2001,2001,0.000102,0.552,0.932,0.0,0.119,-3.782,0.0427,103.104,0.518,1.0,0.0,65,True,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk"
3QEtFSlIylEVy7pePLHNiE,Ayer La Vi Por La Calle,Los Rieleros Del Norte,188800,2001-01-01,2001,0.381,0.721,0.535,0.0,0.0773,-7.706,0.0389,117.129,0.882,1.0,0.0,64,False,"musica chihuahuense, musica mexicana, norteno, norteno-sax"
1uaGSDFsLdReQgg8p7Obwh,Avril 14th,Aphex Twin,125520,2001-10-22,2001,0.996,0.558,0.0259,0.871,0.0969,-30.016,0.0458,157.811,0.37,1.0,8.0,64,False,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic"
