id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,genre
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,167303,2022-05-20,2022,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,0.0,6.0,89,False,pop
7ByxizhA4GgEf7Sxomxhze,All My Love,Noah Kahan,251510,2022-10-14,2022,0.309,0.666,0.665,0.0,0.0961,-7.181,0.0534,116.002,0.474,1.0,2.0,80,False,"pov: indie, singer-songwriter pop"
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,200690,2022-10-21,2022,0.121,0.633,0.648,2.62e-06,0.161,-6.645,0.062,96.888,0.49,1.0,4.0,84,False,pop
3XgGQ1wjo5khvq2UImjyNF,ALL MINE,Brent Faiyaz,216062,2022-07-08,2022,0.428,0.617,0.378,9.16e-05,0.11,-8.54,0.0315,141.967,0.22,1.0,9.0,77,True,"r&b, rap"
2xZ0zfuDTv5LxLhEgD82PG,Awkward,SZA,178000,2022-06-09,2022,0.182,0.618,0.474,0.000122,0.108,-12.097,0.0789,119.999,0.397,1.0,5.0,74,True,"pop, r&b, rap"
1fDFHXcykq4iw8Gg7s5hG9,About You,The 1975,326490,2022-10-14,2022,0.312,0.416,0.762,0.804,0.0559,-7.385,0.0279,95.967,0.461,1.0,2.0,82,False,"modern alternative rock, modern rock, pop, pov: indie, rock"
3fuyYaLhZ2RoP9eWpvfP1H,A New Kind Of Love - Demo,"Frou Frou, Imogen Heap, Guy Sigsworth",259071,2022-04-08,2022,0.169,0.674,0.487,0.00411,0.127,-13.307,0.0331,132.97,0.329,1.0,9.0,74,False,"downtempo, etherpop, metropopolis"
221qmpQeBNV87sUjQeUTVH,Around Me (feat. Don Toliver),"Metro Boomin, Don Toliver",191520,2022-12-02,2022,0.0881,0.695,0.669,0.0137,0.513,-3.447,0.0394,119.986,0.063,0.0,2.0,76,True,rap
40SBS57su9xLiE1WqkXOVr,Afraid To Feel,LF SYSTEM,177524,2022-05-02,2022,0.0166,0.578,0.912,0.00362,0.273,-3.929,0.114,127.87,0.68,1.0,1.0,80,False,uk dance
6k07Z7rd9og1FvRJD2n9E8,From Austin,Zach Bryan,207453,2022-05-20,2022,0.633,0.5,0.485,1.26e-06,0.107,-7.94,0.0422,109.755,0.379,1.0,0.0,78,False,classic oklahoma country
0h7QMc9ZRzA9QJrbEHytn2,The Astronaut,JIN,282463,2022-10-28,2022,0.00446,0.54,0.761,2.5e-06,0.137,-5.356,0.0311,124.988,0.215,1.0,5.0,85,False,k-pop
1ldUPmqrCvk6thNYe0oUen,All the Time,Zach Bryan,199500,2022-07-15,2022,0.272,0.422,0.439,0.0,0.124,-6.606,0.0311,151.785,0.277,0.0,4.0,67,False,classic oklahoma country
0wihfILRNOwE2156Shezc8,Agosto,Bad Bunny,139041,2022-05-06,2022,0.0929,0.849,0.584,6.18e-06,0.492,-8.195,0.115,115.018,0.724,0.0,1.0,77,True,"reggaeton, trap latino, urbano latino"
1SjsVdSXpwm1kTdYEHoPIT,Sun to Me,Zach Bryan,163031,2022-05-20,2022,0.593,0.505,0.27,0.0,0.133,-9.165,0.0333,98.721,0.557,0.0,9.0,84,False,classic oklahoma country
4ltqfN12ohaVZdM6C45gMg,American Teenager,Ethel Cain,258418,2022-05-12,2022,0.00305,0.415,0.748,0.0,0.0903,-5.008,0.0481,120.056,0.154,1.0,4.0,69,False,"countrygaze, indie pop, modern dream pop"
4sys6H7gj0kgsa2bUx0IeW,A Bird's Last Look,Macabre Plaza,69565,2022-04-21,2022,0.0286,0.552,0.715,0.702,0.0669,-9.291,0.0524,113.861,0.858,1.0,2.0,72,False,"hypnagogic pop, utopian virtual"
2JN3ugW1cEahbYw0I5mw5U,Astronomy,Conan Gray,243907,2022-06-24,2022,0.578,0.474,0.343,2.65e-05,0.305,-8.571,0.027,145.115,0.152,0.0,4.0,73,False,"bedroom pop, pop, pov: indie"
2pIUpMhHL6L9Z5lnKxJJr9,Attention,NewJeans,180066,2022-08-01,2022,0.236,0.811,0.648,0.0,0.0761,-3.684,0.0368,104.988,0.695,0.0,10.0,76,False,"k-pop, k-pop girl group"
1lRtH4FszTrwwlK5gTSbXO,AMG,"Natanael Cano, Peso Pluma, Gabito Ballesteros",174942,2022-11-24,2022,0.152,0.772,0.73,0.000107,0.274,-6.657,0.0972,136.175,0.786,0.0,11.0,72,True,"corrido, corridos tumbados, musica mexicana, sad sierreno, sierreno"
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,148485,2022-05-13,2022,0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,0.825,1.0,0.0,83,False,"piano rock, pop"
44XjoNvtwevktFKjvVe1vH,Andrea,"Bad Bunny, Buscabulla",339611,2022-05-06,2022,0.762,0.797,0.616,0.000293,0.0979,-10.229,0.375,103.071,0.451,0.0,1.0,76,True,"reggaeton, trap latino, urbano latino"
5QhJorJmjqYfETfqgBtGg3,Already Over,Sabrina Carpenter,170827,2022-07-15,2022,0.434,0.546,0.788,0.0,0.121,-7.109,0.543,113.582,0.468,1.0,4.0,69,False,pop
7ITmo5NjVDUngYlNPQTZpk,Annabel,49 Winchester,180596,2022-05-13,2022,0.255,0.697,0.537,4.64e-06,0.285,-7.666,0.0441,141.956,0.512,0.0,7.0,65,False,
0T2SVUCPRmf2gUbGmgJXCT,Ahogándome en Alcohol,"Lefty Sm, Luis R Conriquez",257846,2022-09-30,2022,0.108,0.9,0.551,0.0,0.048,-7.283,0.0726,108.013,0.508,1.0,9.0,70,True,mexican hip hop
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",192840,2022-06-03,2022,0.121,0.733,0.67,0.0,0.121,-6.009,0.0751,100.964,0.472,1.0,5.0,78,True,"dfw rap, melodic rap, pop, rap"
7xOB82ELg70RoIM3mMTkt4,A Symptom Of Being Human,Shinedown,248454,2022-07-01,2022,0.0892,0.601,0.552,0.0,0.134,-7.534,0.0261,133.979,0.324,1.0,0.0,66,False,"alternative metal, nu metal, post-grunge"
6WUgqFZhbNRaeBuzG2ahfJ,apathy,Øneheart,117073,2022-10-21,2022,0.929,0.18,0.178,0.933,0.105,-25.38,0.036,81.701,0.117,0.0,7.0,71,False,hardwave
6tYzs9xlEeYznMJpJ0sUkI,After Hours,charlieonnafriday,157666,2022-04-29,2022,0.115,0.798,0.458,0.0,0.145,-8.278,0.0504,133.972,0.198,1.0,6.0,65,False,singer-songwriter pop
1hB3M3POeKMLxcEFEvPeqU,Already Dead,Juice WRLD,231220,2022-03-18,2022,0.0216,0.744,0.495,0.0,0.111,-6.311,0.0634,83.51,0.128,1.0,1.0,66,True,"chicago rap, melodic rap, rap"
01MV13Hg9sfFNtgcMidjgE,Ambient White Tones,Hovar,123702,2022-01-11,2022,0.964,0.146,0.174,0.788,0.112,-39.711,0.0976,77.501,0.0249,1.0,10.0,67,False,white noise
1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,191822,2022-04-14,2022,0.0995,0.836,0.743,0.0,0.335,-6.305,0.0656,108.966,0.722,0.0,10.0,70,True,"escape room, minnesota hip hop, pop, trap queen"
3K56RPWS4q200IwHiIZcUD,Andamos Mejor,Los Gemelos De Sinaloa,137183,2022-01-24,2022,0.28,0.855,0.59,0.0982,0.149,-8.55,0.0751,110.016,0.283,1.0,9.0,67,False,"corrido, corridos tumbados, sad sierreno, sierreno"
4O2rRsoSPb5aN7N3tG6Y3v,Northern Attitude,Noah Kahan,267256,2022-10-14,2022,0.119,0.523,0.626,3.29e-05,0.107,-8.214,0.047,121.291,0.323,1.0,3.0,78,True,"pov: indie, singer-songwriter pop"
5covx4W77ZCuXI0ejgoZh0,AWKWARD FREESTYLE,Eem Triplin,127720,2022-03-31,2022,0.172,0.671,0.489,0.0,0.185,-10.087,0.396,158.061,0.149,1.0,1.0,62,True,bedroom r&b
2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,176973,2022-08-22,2022,0.103,0.68,0.922,0.0,0.0877,-1.215,0.121,125.014,0.799,1.0,0.0,73,False,k-pop girl group
2uflssWlCaJ6CbTMOsUpNI,Aguacero,Bad Bunny,210989,2022-05-06,2022,0.423,0.861,0.645,0.000592,0.349,-6.96,0.0743,121.391,0.668,0.0,6.0,73,True,"reggaeton, trap latino, urbano latino"
01VzuxoBYMAJLObfU0w6dI,ADDICTIONS (FEAT. Tre' Amani),"Brent Faiyaz, Tre' Amani",192010,2022-07-08,2022,0.0209,0.889,0.489,1.78e-05,0.0814,-8.587,0.108,93.039,0.843,0.0,10.0,64,True,"r&b, rap"
2USW8uFqLToqFKSVXDOEN8,Aint Gotta Dollar,Oliver Anthony Music,124608,2022-09-21,2022,0.825,0.703,0.0859,2.91e-06,0.0754,-15.608,0.0364,110.028,0.343,1.0,10.0,62,False,modern country pop
6Ve9MNsl8OFg6rHd227bYh,Anxiety,Megan Thee Stallion,135866,2022-08-12,2022,0.233,0.951,0.766,0.0,0.118,-4.65,0.259,126.989,0.686,0.0,8.0,62,True,"houston rap, pop, rap, trap queen"
2Qv8xJzenocwXyGlMU5PaC,ARTIFICIAL SUICIDE,Bad Omens,195000,2022-02-25,2022,0.000251,0.562,0.897,0.000229,0.237,-4.79,0.195,95.02,0.283,1.0,9.0,65,True,american metalcore
1Hohk6AufHZOrrhMXZppax,ALIEN SUPERSTAR,Beyoncé,215459,2022-07-29,2022,0.00453,0.545,0.641,6.59e-05,0.171,-6.398,0.0998,121.892,0.464,0.0,10.0,68,True,"pop, r&b"
1Gm2qMRuxnuqnM62xyp89d,Ando Enfocado,"Jaziel Avilez, Codiciado, Peso Pluma",184106,2022-11-18,2022,0.137,0.67,0.661,0.0,0.0787,-7.165,0.1,174.902,0.36,0.0,7.0,68,False,"corrido, corridos tumbados, sierreno"
